"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","preparations","type","locality","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.640857,126.612171,"ASIA","Gyeonggi-do",2022,10,22,"cdc,cdround","https://www.inaturalist.org/observations/139593170","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3947628312","139593170",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.000581,126.226046,NA,"Incheon",2021,4,25,"cdround","https://www.inaturalist.org/observations/179834082","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4405163590","179834082",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.86588,126.995874,"ASIA","Gyeonggi-do",2021,4,22,"cdc,cdround","https://www.inaturalist.org/observations/186535478","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4458555164","186535478",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.104363,126.285802,"ASIA","Incheon",2021,5,30,"cdc,cdround","https://www.inaturalist.org/observations/179964055","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4405545403","179964055",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.390275,126.031386,NA,"Incheon",2021,6,27,"cdround","https://www.inaturalist.org/observations/180227785","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4405174993","180227785",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",38.092155,127.698077,"ASIA","Gangwon-do",2021,6,5,"cdc,cdround","https://www.inaturalist.org/observations/81674094","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302106875","81674094",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",38.044298,127.670473,"ASIA","Gangwon-do",2021,8,14,"cdc,cdround","https://www.inaturalist.org/observations/164626865","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4407253572","164626865",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",38.193204,128.039007,"ASIA","Gangwon-do",2021,9,5,"cdc,cdround","https://www.inaturalist.org/observations/93693713","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355686973","93693713",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",38.170237,127.943401,"ASIA","Gangwon-do",2021,9,25,"cdc,cdround","https://www.inaturalist.org/observations/96181640","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3385002186","96181640",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.76852,126.692291,"ASIA","Gyeonggi-do",2021,9,20,"cdc","https://www.inaturalist.org/observations/96317031","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384172439","96317031",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.23065,126.140139,"ASIA","Incheon",2020,5,10,"cdc,cdround","https://www.inaturalist.org/observations/168461772","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4138641334","168461772",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.371588,126.237604,"ASIA","Incheon",2020,6,27,"cdc,cdround","https://www.inaturalist.org/observations/179670944","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4400131231","179670944",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.063333,128.4925,"ASIA","Chungcheongbuk-do",2020,7,12,"cdc,cdround","https://www.inaturalist.org/observations/52778932","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031637823","52778932",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.711994,126.754042,"ASIA","Gyeonggi-do",2020,10,27,"cdc,cdround","https://www.inaturalist.org/observations/191914563","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4453975522","191914563",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.317778,128.624167,"ASIA","Gangwon-do",2020,10,4,"cdc,cdround","https://www.inaturalist.org/observations/61661989","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2984434473","61661989",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.319167,128.641111,"ASIA","Gangwon-do",2020,10,4,"cdc,cdround","https://www.inaturalist.org/observations/61664383","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2882963138","61664383",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.321111,128.656111,"ASIA","Gangwon-do",2020,10,4,"cdc,cdround","https://www.inaturalist.org/observations/61665860","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031601005","61665860",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",36.897222,128.077222,"ASIA","Chungcheongbuk-do",2020,10,20,"cdc,cdround","https://www.inaturalist.org/observations/63081863","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3018008531","63081863",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",36.826389,128.091944,"ASIA","Chungcheongbuk-do",2020,10,20,"cdc,cdround","https://www.inaturalist.org/observations/63085763","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2901696078","63085763",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.748991,127.164901,"ASIA","Gyeonggi-do",2019,5,25,"cdc,cdround","https://www.inaturalist.org/observations/169364613","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4138665025","169364613",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",38.169083,127.592726,"ASIA","Gangwon-do",2019,6,2,"cdc,cdround","https://www.inaturalist.org/observations/26485552","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2283025556","26485552",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.835556,128.546387,"ASIA","Gangwon-do",2019,8,31,"cdc,cdround","https://www.inaturalist.org/observations/31904859","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397687646","31904859",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",36.743647,126.586767,"ASIA","Chungcheongnam-do",2019,9,29,"cdc,cdround","https://www.inaturalist.org/observations/33585475","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2429299212","33585475",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",36.836111,128.093056,"ASIA","Chungcheongbuk-do",2018,7,25,"cdc,cdround","https://www.inaturalist.org/observations/27406868","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814146388","27406868",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",36.770423,126.323506,"ASIA","Chungcheongnam-do",2018,8,22,"cdc,cdround","https://www.inaturalist.org/observations/15891590","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1899772663","15891590",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",36.778463,126.47318,"ASIA","Chungcheongnam-do",2018,9,3,"cdc,cdround","https://www.inaturalist.org/observations/16182023","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2573790037","16182023",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",35.670827,128.298211,"ASIA","Gyeongsangbuk-do",2018,9,27,"cdc,cdround","https://www.inaturalist.org/observations/16978309","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1914246632","16978309",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",35.12866,126.938139,"ASIA","Gwangju",2017,9,19,"cdc,cdround","https://www.inaturalist.org/observations/71615140","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070665404","71615140",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",38.077976,127.681732,"ASIA","Gangwon-do",2014,8,12,"cdc","https://www.inaturalist.org/observations/829946","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2574197709","829946",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",36.849758,129.356049,"ASIA","Gyeongsangbuk-do",2014,9,19,"cdc","https://www.inaturalist.org/observations/2293627","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3383953304","2293627",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.188801,125.980312,"ASIA","Incheon",2012,6,11,"cdc","https://www.inaturalist.org/observations/91019","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","891020539","91019",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.191502,125.977478,"ASIA","Incheon",2011,9,10,"cdc,cdround","https://www.inaturalist.org/observations/30902","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","891018981","30902",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.188151,125.985203,"ASIA","Incheon",2011,9,11,"cdc,cdround","https://www.inaturalist.org/observations/30903","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","891018983","30903",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.18822,125.975847,"ASIA","Incheon",2011,9,12,"cdc,cdround","https://www.inaturalist.org/observations/30904","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","891018965","30904",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.190886,125.976534,"ASIA","Incheon",2010,8,13,"cdc","https://www.inaturalist.org/observations/2510899","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1227764187","2510899",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",37.190544,125.978851,"ASIA","Incheon",2010,8,13,"cdc,cdround","https://www.inaturalist.org/observations/25992","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1227773976","25992",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe schrenckii",36.374511,126.89548,"ASIA","Chungcheongnam-do",2009,7,19,"cdc","https://www.inaturalist.org/observations/398382","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573834603","398382",NA,NA,NA,NA
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Elaphe schrenckii",37.5667,127,"ASIA","Gyeonggi-do",1954,7,4,"cdc,txmatfuz,colmafu,inmafu","http://arctos.database.museum/guid/MVZ:Herp:61828","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145622965","MVZ:Herp:61828","whole organism (ethanol)","PhysicalObject","Seoul",NA
"78f98484-a7ef-4e6c-8b51-7464f1209591","PRESERVED_SPECIMEN","PRESENT","Elaphe schrenckii",35.52287,129.40143,"ASIA","Ulsan",1953,8,31,"cdc,mdativ,colmafu,inmafu","https://csvcoll.org/portal/collections/individual/index.php?occid=7662","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","2816185616","ASUHEC003563",NA,NA,"CHUNG NI","Dong-gu"
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Elaphe schrenckii",35.174089,129.064311,"ASIA","Busan Metropolitan City",1911,5,8,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543616134","31460","Alcohol",NA,"Busan",NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Elaphe schrenckii",36.9,127.166667,"ASIA","South Chungcheong Prov.",1911,6,16,"cdround,gass84",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543616198","31518","Alcohol",NA,"Chiksan [36 54 N, 127 10 E]",NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Elaphe schrenckii",37.58333,127,"ASIA","Seoul",NA,NA,NA,"rdatm,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-46876","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476494837","R-46876","whole animal (ethanol)",NA,"Seoul",NA
