"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county","preparations","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",35.678271,127.392082,"ASIA","Jeollabuk-do",2023,10,9,"cdc,cdround","https://www.inaturalist.org/observations/186700441","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4424267568","186700441",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",35.683501,127.857497,"ASIA","Gyeongsangnam-do",2023,10,22,"cdc,cdround","https://www.inaturalist.org/observations/188502175","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4431250849","188502175",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",35.683517,127.857544,"ASIA","Gyeongsangnam-do",2023,10,22,"cdc,cdround","https://www.inaturalist.org/observations/188502811","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4431237923","188502811",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",35.728509,127.856064,"ASIA","Gyeongsangnam-do",2023,11,4,"cdc,cdround","https://www.inaturalist.org/observations/189946142","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4438926971","189946142",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",35.630507,126.872606,"ASIA","Jeollabuk-do",2022,6,3,"cdc,cdround","https://www.inaturalist.org/observations/119946929","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860123135","119946929",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",35.53045,126.888108,"ASIA","Jeollabuk-do",2022,6,26,"cdc,cdround","https://www.inaturalist.org/observations/123477067","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860340122","123477067",NA,NA,NA,NA
"1a127aa4-f573-45e3-a81d-8ee78a0df17a","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.394296,127.087487,"ASIA","Gyeonggi-do",2022,7,19,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4399545636","SNC-CSM- 202200398","Bundang-gu","Seongnam-si",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",38.148535,127.741122,"ASIA","Gangwon-do",2022,8,13,"cdc,cdround","https://www.inaturalist.org/observations/130565975","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3892693863","130565975",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",35.170975,127.968086,"ASIA","Gyeongsangnam-do",2022,8,19,"cdc,cdround","https://www.inaturalist.org/observations/131394960","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3902470939","131394960",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.726833,127.019697,"ASIA","Gyeonggi-do",2022,9,7,"cdc,cdround","https://www.inaturalist.org/observations/134144142","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3903476974","134144142",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",36.792328,127.07135,"ASIA","Chungcheongnam-do",2022,9,9,"cdc,cdround","https://www.inaturalist.org/observations/134291094","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3903541754","134291094",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",35.986283,127.041092,"ASIA","Jeollabuk-do",2022,9,14,"cdc,cdround","https://www.inaturalist.org/observations/134951950","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3912133144","134951950",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",36.723345,127.016092,"ASIA","Chungcheongnam-do",2022,10,1,"cdc,cdround","https://www.inaturalist.org/observations/137122229","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3923233159","137122229",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.352794,126.917967,"ASIA","Gyeonggi-do",2021,5,13,"cdc,cdround","https://www.inaturalist.org/observations/164584668","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4846757980","164584668",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",36.018862,126.988915,"ASIA","Jeollabuk-do",2021,5,19,"cdc,cdround","https://www.inaturalist.org/observations/79609274","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3124811611","79609274",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.97609,127.63201,"ASIA","Gangwon-do",2021,6,5,"cdc,cdround","https://www.inaturalist.org/observations/81687698","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302339228","81687698",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",35.157953,128.100659,"ASIA","Gyeongsangnam-do",2021,6,8,"cdc,cdround","https://www.inaturalist.org/observations/82263454","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3301994254","82263454",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",36.607722,126.791213,"ASIA","Chungcheongnam-do",2021,6,13,"cdc,cdround","https://www.inaturalist.org/observations/82794140","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3307416172","82794140",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.979484,127.649153,"ASIA","Gangwon-do",2021,6,24,"cdc,cdround","https://www.inaturalist.org/observations/84292800","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3314631449","84292800",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",36.783956,126.278791,"ASIA","Chungcheongnam-do",2021,7,17,"cdc,cdround","https://www.inaturalist.org/observations/148176645","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4028851009","148176645",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.923729,127.566856,"ASIA","Gangwon-do",2021,7,23,"cdc,cdround","https://www.inaturalist.org/observations/88248009","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333267665","88248009",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",38.005567,127.87757,"ASIA","Gangwon-do",2021,7,25,"cdc,cdround","https://www.inaturalist.org/observations/88530660","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333043977","88530660",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",36.019939,126.994444,"ASIA","Jeollabuk-do",2021,7,26,"cdc,cdround","https://www.inaturalist.org/observations/88670450","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333323117","88670450",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",38.000496,127.878781,"ASIA","Gangwon-do",2021,7,29,"cdc,cdround","https://www.inaturalist.org/observations/89178943","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335380681","89178943",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",38.04672,127.673275,"ASIA","Gangwon-do",2021,8,14,"cdc","https://www.inaturalist.org/observations/164625304","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4127464430","164625304",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",34.782647,128.625496,"ASIA","Gyeongsangnam-do",2021,8,6,"cdc,cdround","https://www.inaturalist.org/observations/90544323","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337696725","90544323",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",38.142929,127.781091,"ASIA","Gangwon-do",2021,8,20,"cdc,cdround","https://www.inaturalist.org/observations/91838893","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3343712561","91838893",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",38.20351,127.841906,"ASIA","Gangwon-do",2021,8,21,"cdc,cdround","https://www.inaturalist.org/observations/92093884","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3343950140","92093884",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",36.01922,126.989358,"ASIA","Jeollabuk-do",2021,8,31,"cdc,cdround","https://www.inaturalist.org/observations/93239942","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355642587","93239942",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.986588,127.882527,"ASIA","Gangwon-do",2021,9,21,"cdc,cdround","https://www.inaturalist.org/observations/95653938","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384944840","95653938",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",35.176929,129.190098,"ASIA","Busan",2020,5,28,"cdc,cdround","https://www.inaturalist.org/observations/47605627","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814150598","47605627",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.803608,127.628669,"ASIA","Gangwon-do",2020,6,18,"cdc,cdround","https://www.inaturalist.org/observations/50038638","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2802660306","50038638",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",35.176217,129.19162,"ASIA","Busan",2020,7,4,"cdc,cdround","https://www.inaturalist.org/observations/51886890","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814290439","51886890",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.285833,128.877222,"ASIA","Gangwon-do",2020,8,26,"cdc,cdround","https://www.inaturalist.org/observations/57796669","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2859973573","57796669",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.259679,128.479575,"ASIA","Gangwon-do",2020,9,10,"cdc,cdround","https://www.inaturalist.org/observations/59118546","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2862591468","59118546",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.586389,128.648611,"ASIA","Gangwon-do",2020,9,16,"cdc,cdround","https://www.inaturalist.org/observations/59775797","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2864775743","59775797",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.491036,127.700663,"ASIA","Gyeonggi-do",2020,9,27,"cdc,cdround","https://www.inaturalist.org/observations/60946240","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2873731119","60946240",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.509133,127.689809,"ASIA","Gyeonggi-do",2020,9,27,"cdc,cdround","https://www.inaturalist.org/observations/60946975","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2873957701","60946975",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.485556,127.703333,"ASIA","Gyeonggi-do",2020,9,27,"cdc,cdround","https://www.inaturalist.org/observations/60963097","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2873939139","60963097",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.518611,127.679722,"ASIA","Gyeonggi-do",2020,9,27,"cdc,cdround","https://www.inaturalist.org/observations/60963263","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2873851297","60963263",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.58389,127.23714,"ASIA","Gyeonggi-do",2020,10,25,"cdc,cdround","https://www.inaturalist.org/observations/174866831","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4171500427","174866831",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.333333,128.613333,"ASIA","Gangwon-do",2020,10,4,"cdc,cdround","https://www.inaturalist.org/observations/61661097","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2882942134","61661097",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.220278,128.521944,"ASIA","Gangwon-do",2020,10,9,"cdc,cdround","https://www.inaturalist.org/observations/62113271","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2898341607","62113271",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.329004,128.612395,"ASIA","Gangwon-do",2020,10,10,"cdc,cdround","https://www.inaturalist.org/observations/62203866","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2898528740","62203866",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.309444,128.628611,"ASIA","Gangwon-do",2020,10,10,"cdc,cdround","https://www.inaturalist.org/observations/62204888","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2898455710","62204888",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.278611,128.33,"ASIA","Gangwon-do",2020,10,19,"cdc,cdround","https://www.inaturalist.org/observations/63010007","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2901575030","63010007",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",36.716111,127.909444,"ASIA","Chungcheongbuk-do",2020,10,21,"cdc,cdround","https://www.inaturalist.org/observations/63093927","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2901787119","63093927",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",36.638833,127.416702,"ASIA","Chungcheongbuk-do",2020,10,23,"cdc,cdround","https://www.inaturalist.org/observations/63282235","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2901767335","63282235",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.903692,127.083331,"ASIA","Gyeonggi-do",2019,6,16,"cdc,cdround","https://www.inaturalist.org/observations/27077501","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3008399341","27077501",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",35.169723,129.189438,"ASIA","Busan",2019,7,12,"cdc,cdround","https://www.inaturalist.org/observations/28665897","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2447832715","28665897",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",36.62231,128.136535,"ASIA","Gyeongsangbuk-do",2019,8,3,"cdc","https://www.inaturalist.org/observations/30176269","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2447834900","30176269",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",37.8028,127.622064,"ASIA","Gangwon-do",2019,9,18,"cdc,cdround","https://www.inaturalist.org/observations/130206288","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3892425606","130206288",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",35.825968,128.587562,"ASIA","Daegu",2018,6,7,"cdc,cdround","https://www.inaturalist.org/observations/13333230","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1850961651","13333230",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",36.989503,128.321591,"ASIA","Chungcheongbuk-do",2018,6,18,"cdc,cdround","https://www.inaturalist.org/observations/13635043","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1913655924","13635043",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",36.203889,127.341667,"ASIA","Chungcheongnam-do",2017,8,22,"cdc,cdround","https://www.inaturalist.org/observations/7645553","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1677273727","7645553",NA,NA,NA,NA
