"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county","elevation","elevationAccuracy","preparations","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",34.675101,125.426067,"ASIA","Jeollanam-do",2022,6,19,"cdc,cdround","https://www.inaturalist.org/observations/122445355","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859523304","122445355",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",37.58268,127.138859,"ASIA","Gyeonggi-do",2022,8,20,"cdc,cdround","https://www.inaturalist.org/observations/131550000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3902506257","131550000",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",35.521283,126.684194,"ASIA","Jeollabuk-do",2022,8,8,"cdc,cdround","https://www.inaturalist.org/observations/157123005","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4102725038","157123005",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",37.77613,126.85125,"ASIA","Gyeonggi-do",2022,10,16,"cdc,cdround","https://www.inaturalist.org/observations/139732827","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3947783555","139732827",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",37.752315,127.167808,"ASIA","Gyeonggi-do",2022,10,23,"cdc,cdround","https://www.inaturalist.org/observations/145489372","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4011593061","145489372",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",37.75832,127.166225,"ASIA","Gyeonggi-do",2021,5,3,"cdc,cdround","https://www.inaturalist.org/observations/93668445","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759632669","93668445",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.784639,127.280337,"ASIA","Chungcheongnam-do",2021,7,12,"cdc,cdround","https://www.inaturalist.org/observations/86685229","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3327724090","86685229",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",37.777164,126.927079,"ASIA","Gyeonggi-do",2021,7,25,"cdc,cdround","https://www.inaturalist.org/observations/88560433","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3383944891","88560433",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",37.619182,126.953802,"ASIA","Seoul",2021,9,2,"cdc,cdround","https://www.inaturalist.org/observations/130082394","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3889087830","130082394",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",35.202775,126.823555,"ASIA","Jeollanam-do",2021,9,17,"cdc","https://www.inaturalist.org/observations/135073124","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3923593644","135073124",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",37.521829,126.960132,"ASIA","Seoul",2021,9,12,"cdc,cdround","https://www.inaturalist.org/observations/94546673","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3759115689","94546673",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.638747,126.377013,"ASIA","Chungcheongnam-do",2021,10,6,"cdc,cdround","https://www.inaturalist.org/observations/97979016","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759862718","97979016",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",37.588605,128.292293,"ASIA","Gangwon-do",2021,10,31,"cdc,cdround","https://www.inaturalist.org/observations/99860240","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3408110858","99860240",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",37.588741,128.292937,"ASIA","Gangwon-do",2021,10,31,"cdc,cdround","https://www.inaturalist.org/observations/99860275","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3408245911","99860275",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.724442,127.072645,"ASIA","Chungcheongnam-do",2020,3,18,"cdc,cdround","https://www.inaturalist.org/observations/40172618","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2580270994","40172618",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",35.345556,129.285,"ASIA","Busan",2020,3,18,"cdc,cdround","https://www.inaturalist.org/observations/40221939","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2580286112","40221939",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.654214,127.021033,"ASIA","Chungcheongnam-do",2020,4,3,"cdc,cdround","https://www.inaturalist.org/observations/41280880","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2597725959","41280880",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",37.751499,127.167145,"ASIA","Gyeonggi-do",2020,4,5,"cdc,cdround","https://www.inaturalist.org/observations/41437197","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2597747259","41437197",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.502677,127.021228,"ASIA","Chungcheongnam-do",2020,5,30,"cdc,cdround","https://www.inaturalist.org/observations/132101043","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3902711241","132101043",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",37.260788,128.47934,"ASIA","Gangwon-do",2020,5,11,"cdc","https://www.inaturalist.org/observations/45566424","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4855319447","45566424",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",37.742648,128.72468,"ASIA","Gangwon-do",2020,9,20,"cdc","https://www.inaturalist.org/observations/60168320","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2868185021","60168320",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",35.712545,128.528026,"ASIA","Daegu",2019,4,22,"cdc,cdround","https://www.inaturalist.org/observations/206518523","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4607322417","206518523",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741868,126.586767,"ASIA","Chungcheongnam-do",2019,4,7,"cdc,cdround","https://www.inaturalist.org/observations/22132220","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2236238223","22132220",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741378,126.58506,"ASIA","Chungcheongnam-do",2019,4,13,"cdc,cdround","https://www.inaturalist.org/observations/22402552","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2236854371","22402552",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741883,126.587143,"ASIA","Chungcheongnam-do",2019,5,2,"cdc,cdround","https://www.inaturalist.org/observations/24362694","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2283014605","24362694",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741725,126.586698,"ASIA","Chungcheongnam-do",2019,5,16,"cdc,cdround","https://www.inaturalist.org/observations/25205635","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2283017645","25205635",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741503,126.58567,"ASIA","Chungcheongnam-do",2019,6,6,"cdc,cdround","https://www.inaturalist.org/observations/26483198","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2252073171","26483198",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741983,126.583722,"ASIA","Chungcheongnam-do",2019,6,8,"cdc,cdround","https://www.inaturalist.org/observations/26595921","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2265824140","26595921",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.74183,126.585417,"ASIA","Chungcheongnam-do",2019,6,8,"cdc,cdround","https://www.inaturalist.org/observations/26595932","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2265824510","26595932",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741495,126.58833,"ASIA","Chungcheongnam-do",2019,6,8,"cdc","https://www.inaturalist.org/observations/26596022","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2265824058","26596022",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741732,126.587283,"ASIA","Chungcheongnam-do",2019,6,8,"cdc,cdround","https://www.inaturalist.org/observations/26596074","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2265823269","26596074",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.743218,126.586015,"ASIA","Chungcheongnam-do",2019,6,8,"cdc,cdround","https://www.inaturalist.org/observations/26596114","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2283026204","26596114",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.740581,126.593777,"ASIA","Chungcheongnam-do",2019,6,12,"cdc,cdround","https://www.inaturalist.org/observations/26859678","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2283028539","26859678",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741566,126.586875,"ASIA","Chungcheongnam-do",2019,6,15,"cdc,cdround","https://www.inaturalist.org/observations/26998872","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2269244571","26998872",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.815234,128.029811,"ASIA","Chungcheongbuk-do",2019,6,14,"cdc","https://www.inaturalist.org/observations/32331301","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2422964809","32331301",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.8162,128.030019,"ASIA","Chungcheongbuk-do",2019,7,7,"cdc,cdround","https://www.inaturalist.org/observations/169360426","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4138581662","169360426",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.74179,126.5864,"ASIA","Chungcheongnam-do",2019,7,14,"cdc","https://www.inaturalist.org/observations/28785573","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2294486646","28785573",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.742607,126.586685,"ASIA","Chungcheongnam-do",2019,7,14,"cdc,cdround","https://www.inaturalist.org/observations/28785583","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2294486662","28785583",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",35.790955,128.075197,"ASIA","Gyeongsangnam-do",2019,7,30,"cdc,cdround","https://www.inaturalist.org/observations/29916641","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2574205170","29916641",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",35.791627,128.079448,"ASIA","Gyeongsangnam-do",2019,7,30,"cdc,cdround","https://www.inaturalist.org/observations/29916651","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573835060","29916651",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741458,126.585728,"ASIA","Chungcheongnam-do",2019,8,6,"cdc,cdround","https://www.inaturalist.org/observations/30291761","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2331929942","30291761",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741528,126.585817,"ASIA","Chungcheongnam-do",2019,8,6,"cdc,cdround","https://www.inaturalist.org/observations/30291762","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2331927510","30291762",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",37.842162,128.516688,"ASIA","Gangwon-do",2019,8,31,"cdc,cdround","https://www.inaturalist.org/observations/31834389","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397642797","31834389",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",37.837807,128.525412,"ASIA","Gangwon-do",2019,8,31,"cdc,cdround","https://www.inaturalist.org/observations/31903728","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397655614","31903728",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",38.14092,128.470724,"ASIA","Gangwon-do",2019,8,30,"cdc,cdround","https://www.inaturalist.org/observations/33179944","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759088378","33179944",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.732362,127.063807,"ASIA","Chungcheongnam-do",2019,9,23,"cdc,cdround","https://www.inaturalist.org/observations/33245798","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2423202887","33245798",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741458,126.588358,"ASIA","Chungcheongnam-do",2019,9,29,"cdc,cdround","https://www.inaturalist.org/observations/33585356","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2429297904","33585356",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",37.053333,125.956667,"ASIA","Incheon",2019,9,2,"cdc,cdround","https://www.inaturalist.org/observations/40894054","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759106404","40894054",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741443,126.588307,"ASIA","Chungcheongnam-do",2019,10,9,"cdc,cdround","https://www.inaturalist.org/observations/34105753","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2429517376","34105753",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",34.736072,126.639683,"ASIA","Jeollanam-do",2018,4,8,"cdc","https://www.inaturalist.org/observations/10699929","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1838025882","10699929",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",35.90987,127.40775,"ASIA","Jeollabuk-do",2018,5,5,"cdc","https://www.inaturalist.org/observations/12156617","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1847443374","12156617",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",35.916087,127.40171,"ASIA","Jeollabuk-do",2018,5,5,"cdc","https://www.inaturalist.org/observations/12156708","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1935575717","12156708",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.74179,126.586628,"ASIA","Chungcheongnam-do",2018,6,3,"cdc,cdround","https://www.inaturalist.org/observations/13068731","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1850909004","13068731",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741562,126.588412,"ASIA","Chungcheongnam-do",2018,6,3,"cdc,cdround","https://www.inaturalist.org/observations/13068758","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2573782030","13068758",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741668,126.586305,"ASIA","Chungcheongnam-do",2018,6,6,"cdc,cdround","https://www.inaturalist.org/observations/13173312","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1850921875","13173312",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741775,126.586432,"ASIA","Chungcheongnam-do",2018,6,13,"cdc,cdround","https://www.inaturalist.org/observations/13389268","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2573782718","13389268",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741703,126.586072,"ASIA","Chungcheongnam-do",2018,6,30,"cdc,cdround","https://www.inaturalist.org/observations/13911739","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1880603831","13911739",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus amurensis",36.741775,126.586713,"ASIA","Chungcheongnam-do",2018,8,1,"cdc,cdround","https://www.inaturalist.org/observations/15011853","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2573786744","15011853",NA,NA,NA,NA,NA,NA
