"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county","elevation","preparations"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",37.869753,127.72193,"ASIA","Gangwon-do",2023,5,18,"cdc,cdround","https://www.inaturalist.org/observations/162239113","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4121208898","162239113",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.852734,126.200127,"ASIA","Chungcheongnam-do",2023,5,23,"cdc,cdround","https://www.inaturalist.org/observations/163277432","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4127349523","163277432",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.521879,126.556648,"ASIA","Jeju",2023,5,16,"cdc,cdround","https://www.inaturalist.org/observations/196621135","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4512358175","196621135",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.521784,126.557444,"ASIA","Jeju",2023,6,22,"cdc,cdround","https://www.inaturalist.org/observations/200176234","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4528027096","200176234",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.790438,127.089089,"ASIA","Chungcheongnam-do",2023,8,1,"cdc,cdround","https://www.inaturalist.org/observations/176006673","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4171925270","176006673",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",35.932514,127.206088,"ASIA","Jeollabuk-do",2023,8,12,"cdc,cdround","https://www.inaturalist.org/observations/177963411","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4413393187","177963411",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.772873,126.13971,"ASIA","Chungcheongnam-do",2023,9,14,"cdc,cdround","https://www.inaturalist.org/observations/183506321","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4413736992","183506321",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.001194,126.604942,"ASIA","Jeollabuk-do",2023,9,30,"cdc,cdround","https://www.inaturalist.org/observations/185547807","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4424114847","185547807",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36,126.604012,"ASIA","Jeollabuk-do",2023,9,30,"cdc,cdround","https://www.inaturalist.org/observations/185547991","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4424104773","185547991",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",35.99813,126.602958,"ASIA","Jeollabuk-do",2023,9,30,"cdc,cdround","https://www.inaturalist.org/observations/185548216","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4424577023","185548216",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.672597,127.225664,"ASIA","Chungcheongnam-do",2023,10,3,"cdc,cdround","https://www.inaturalist.org/observations/186004495","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4420974414","186004495",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",35.992753,126.602403,"ASIA","Jeollabuk-do",2023,10,1,"cdc,cdround","https://www.inaturalist.org/observations/186112997","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4424104036","186112997",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.793105,127.096092,"ASIA","Chungcheongnam-do",2023,10,2,"cdc,cdround","https://www.inaturalist.org/observations/186132068","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4424271203","186132068",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",37.897271,127.77277,"ASIA","Gangwon-do",2023,10,7,"cdc,cdround","https://www.inaturalist.org/observations/186501153","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4424579159","186501153",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.79793,127.102286,"ASIA","Chungcheongnam-do",2023,10,9,"cdc,cdround","https://www.inaturalist.org/observations/186827860","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4424208050","186827860",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.430848,126.597143,"ASIA","Jeju",2023,10,10,"cdc,cdround","https://www.inaturalist.org/observations/187908203","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4431123174","187908203",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",37.576245,126.65972,"ASIA","Incheon",2023,10,23,"cdc,cdround","https://www.inaturalist.org/observations/188637003","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4431222103","188637003",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",35.932578,127.206736,"ASIA","Jeollabuk-do",2023,10,29,"cdc,cdround","https://www.inaturalist.org/observations/189337485","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4438695304","189337485",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.338082,126.329877,"ASIA","Jeju",2023,10,21,"cdc,cdround","https://www.inaturalist.org/observations/205507668","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4855285605","205507668",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.790562,127.08857,"ASIA","Chungcheongnam-do",2023,11,2,"cdc,cdround","https://www.inaturalist.org/observations/189791973","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4438973792","189791973",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",37.454253,126.757736,"ASIA","Incheon",2023,11,6,"cdc,cdround","https://www.inaturalist.org/observations/190289709","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4442383107","190289709",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.228168,126.254157,"ASIA","Jeju",2023,12,15,"cdc,cdround","https://www.inaturalist.org/observations/194010026","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4500840395","194010026",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.320102,126.187878,"ASIA","Jeju",2022,3,16,"cdc,cdround","https://www.inaturalist.org/observations/108701955","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759884924","108701955",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",35.349896,128.756883,"ASIA","Gyeongsangnam-do",2022,3,27,"cdc,cdround","https://www.inaturalist.org/observations/138241276","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3925327493","138241276",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",37.686833,127.382655,"ASIA","Gyeonggi-do",2022,4,2,"cdc,cdround","https://www.inaturalist.org/observations/110755851","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760160277","110755851",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.025438,126.993764,"ASIA","Jeollabuk-do",2022,4,17,"cdc,cdround","https://www.inaturalist.org/observations/111786992","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759744319","111786992",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.54222,126.711582,"ASIA","Jeju",2022,4,3,"cdc,cdround","https://www.inaturalist.org/observations/112130309","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759828642","112130309",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.025592,126.994003,"ASIA","Jeollabuk-do",2022,4,18,"cdc,cdround","https://www.inaturalist.org/observations/112350248","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764550470","112350248",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",37.221682,126.603687,"ASIA","Gyeonggi-do",2022,5,28,"cdc,cdround","https://www.inaturalist.org/observations/124645326","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859303108","124645326",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",37.221673,126.603671,"ASIA","Gyeonggi-do",2022,5,28,"cdc,cdround","https://www.inaturalist.org/observations/148319379","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4039362799","148319379",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.000227,128.426423,"ASIA","Gyeongsangbuk-do",2022,5,31,"cdc,cdround","https://www.inaturalist.org/observations/155886222","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4096846098","155886222",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",37.870859,127.74432,"ASIA","Gangwon-do",2022,6,17,"cdc,cdround","https://www.inaturalist.org/observations/122134113","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860460001","122134113",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.664622,127.506032,"ASIA","Chungcheongbuk-do",2022,7,11,"cdc,cdround","https://www.inaturalist.org/observations/125790573","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873787760","125790573",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.325402,126.296971,"ASIA","Jeju",2022,7,23,"cdc,cdround","https://www.inaturalist.org/observations/128091610","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881361578","128091610",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.285893,126.285176,"ASIA","Jeju",2022,7,27,"cdc,cdround","https://www.inaturalist.org/observations/131533140","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3902282733","131533140",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.665088,127.506314,"ASIA","Chungcheongbuk-do",2022,8,21,"cdc,cdround","https://www.inaturalist.org/observations/131744338","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3902668830","131744338",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.363728,126.241085,"ASIA","Jeju",2022,8,23,"cdc,cdround","https://www.inaturalist.org/observations/132088021","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3903334519","132088021",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.363118,126.241018,"ASIA","Jeju",2022,8,24,"cdc,cdround","https://www.inaturalist.org/observations/132088939","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3902237495","132088939",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",37.437833,126.901107,"ASIA","Seoul",2022,8,17,"cdc,cdround","https://www.inaturalist.org/observations/164810752","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4846936953","164810752",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.31865,126.191611,"ASIA","Jeju",2022,10,21,"cdc,cdround","https://www.inaturalist.org/observations/139495056","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3947671276","139495056",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",37.541812,126.784914,"ASIA","Incheon",2022,10,22,"cdc,cdround","https://www.inaturalist.org/observations/139604360","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3947840348","139604360",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",35.932348,127.206633,"ASIA","Jeollabuk-do",2022,10,29,"cdc,cdround","https://www.inaturalist.org/observations/140326665","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3961018083","140326665",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.398274,126.726603,"ASIA","Jeju",2022,10,14,"cdc,cdround","https://www.inaturalist.org/observations/142056215","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3985756946","142056215",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.613413,127.468652,"ASIA","Chungcheongbuk-do",2021,4,5,"cdc,cdround","https://www.inaturalist.org/observations/72992350","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3398740540","72992350",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",34.715408,127.086403,"ASIA","Jeollanam-do",2021,4,24,"cdc,cdround","https://www.inaturalist.org/observations/75145315","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109080839","75145315",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.422504,126.550236,"ASIA","Jeju",2021,4,9,"cdc","https://www.inaturalist.org/observations/89471999","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759188667","89471999",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",35.808336,128.481155,"ASIA","Daegu",2021,7,2,"cdc,cdround","https://www.inaturalist.org/observations/152593429","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4075968904","152593429",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",37.39651,126.672997,"ASIA","Incheon",2021,7,15,"cdc,cdround","https://www.inaturalist.org/observations/87164077","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3328053623","87164077",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.524543,126.71204,"ASIA","Jeju",2021,7,18,"cdc,cdround","https://www.inaturalist.org/observations/87501218","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333284577","87501218",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.287183,126.282348,"ASIA","Jeju",2021,7,22,"cdc,cdround","https://www.inaturalist.org/observations/90742234","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759057671","90742234",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",37.448556,126.896564,"ASIA","Seoul",2021,8,25,"cdc,cdround","https://www.inaturalist.org/observations/164635450","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4846740672","164635450",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",37.398964,127.116372,"ASIA","Gyeonggi-do",2021,9,11,"cdc,cdround","https://www.inaturalist.org/observations/164638326","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4846930953","164638326",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.673439,127.50311,"ASIA","Chungcheongbuk-do",2021,9,20,"cdc,cdround","https://www.inaturalist.org/observations/95521366","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3398744892","95521366",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.025401,126.993761,"ASIA","Jeollabuk-do",2021,10,18,"cdc,cdround","https://www.inaturalist.org/observations/98580660","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3398861349","98580660",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",35.679932,127.94009,"ASIA","Gyeongsangnam-do",2021,11,6,"cdc,cdround","https://www.inaturalist.org/observations/100393831","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759741762","100393831",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.318461,126.190487,"ASIA","Jeju",2021,11,26,"cdc,cdround","https://www.inaturalist.org/observations/101933973","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3455369723","101933973",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",35.175935,129.190414,"ASIA","Busan",2020,4,14,"cdc,cdround","https://www.inaturalist.org/observations/42151879","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2611020439","42151879",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.020316,126.984075,"ASIA","Jeollabuk-do",2020,4,16,"cdc,cdround","https://www.inaturalist.org/observations/42296256","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759522412","42296256",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",35.811366,127.157054,"ASIA","Jeollabuk-do",2020,4,30,"cdc,cdround","https://www.inaturalist.org/observations/44730136","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2620049858","44730136",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",35.18041,129.187972,"ASIA","Busan",2020,5,1,"cdc,cdround","https://www.inaturalist.org/observations/44461339","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2620017636","44461339",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.294548,127.332602,"ASIA","Daejeon",2020,6,15,"cdc,cdround","https://www.inaturalist.org/observations/84965633","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759214614","84965633",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",37.259167,128.479722,"ASIA","Gangwon-do",2020,9,17,"cdc,cdround","https://www.inaturalist.org/observations/59854631","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2868100632","59854631",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",37.257957,128.480673,"ASIA","Gangwon-do",2020,9,20,"cdc,cdround","https://www.inaturalist.org/observations/60158125","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2868103011","60158125",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.677238,126.46427,"ASIA","Chungcheongnam-do",2020,10,18,"cdc,cdround","https://www.inaturalist.org/observations/62873667","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2984423506","62873667",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.701667,126.476944,"ASIA","Chungcheongnam-do",2020,10,18,"cdc,cdround","https://www.inaturalist.org/observations/62873892","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031593005","62873892",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",33.449479,126.69817,"ASIA","Jeju",2019,4,17,"cdc,cdround","https://www.inaturalist.org/observations/22596622","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2236906799","22596622",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.795287,126.186432,"ASIA","Chungcheongnam-do",2019,5,5,"cdc,cdround","https://www.inaturalist.org/observations/24582213","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2242850954","24582213",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",36.73077,126.445162,"ASIA","Chungcheongnam-do",2019,6,4,"cdc,cdround","https://www.inaturalist.org/observations/26435137","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2252063103","26435137",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",35.32181,128.195158,"ASIA","Gyeongsangnam-do",2019,7,30,"cdc,cdround","https://www.inaturalist.org/observations/29919774","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573972073","29919774",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",35.321788,128.195147,"ASIA","Gyeongsangnam-do",2019,7,30,"cdc,cdround","https://www.inaturalist.org/observations/29919809","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2311409159","29919809",NA,NA,NA,NA
