"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","preparations","type","locality","elevation"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.849273,126.199499,"ASIA","Chungcheongnam-do",2023,5,31,"cdc,cdround","https://www.inaturalist.org/observations/164802929","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129760847","164802929",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.825482,126.185253,"ASIA","Chungcheongnam-do",2023,5,31,"cdc,cdround","https://www.inaturalist.org/observations/164802951","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129908969","164802951",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.412315,126.37744,"ASIA","Chungcheongnam-do",2023,6,4,"cdc,cdround","https://www.inaturalist.org/observations/165464619","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129691843","165464619",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.845408,126.19918,"ASIA","Chungcheongnam-do",2023,7,30,"cdc,cdround","https://www.inaturalist.org/observations/175675609","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4171442301","175675609",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",38.028994,127.213853,"ASIA","Gyeonggi-do",2023,8,25,"cdc,cdround","https://www.inaturalist.org/observations/180116509","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4407255928","180116509",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",38.02895,127.213364,"ASIA","Gyeonggi-do",2023,8,31,"cdc,cdround","https://www.inaturalist.org/observations/181011436","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4407083053","181011436",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.84319,126.197997,"ASIA","Chungcheongnam-do",2023,9,2,"cdc,cdround","https://www.inaturalist.org/observations/181391756","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4407185970","181391756",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.001637,126.604855,"ASIA","Jeollabuk-do",2023,9,2,"cdc,cdround","https://www.inaturalist.org/observations/181508068","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4407113873","181508068",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",37.882061,127.720029,"ASIA","Gangwon-do",2023,9,29,"cdc,cdround","https://www.inaturalist.org/observations/185363257","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4420736623","185363257",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",35.991358,126.601037,"ASIA","Jeollabuk-do",2023,10,1,"cdc,cdround","https://www.inaturalist.org/observations/186112905","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4424117603","186112905",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",37.884197,127.621257,"ASIA","Gangwon-do",2023,10,7,"cdc,cdround","https://www.inaturalist.org/observations/186499741","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4424625697","186499741",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",37.821496,127.71735,"ASIA","Gangwon-do",2023,10,7,"cdc,cdround","https://www.inaturalist.org/observations/186500673","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4424282715","186500673",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.996354,126.083579,NA,"Chungcheongnam-do",2022,8,4,"cdround","https://www.inaturalist.org/observations/129369681","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3888897701","129369681",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.980549,126.137244,NA,"Chungcheongnam-do",2022,8,4,"cdround","https://www.inaturalist.org/observations/129369861","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3888750719","129369861",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.85544,126.086739,NA,"Chungcheongnam-do",2022,9,2,"cdround","https://www.inaturalist.org/observations/133310098","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3903190737","133310098",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.815173,126.131894,"ASIA","Chungcheongnam-do",2022,9,2,"cdc,cdround","https://www.inaturalist.org/observations/133316602","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3903244049","133316602",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.811724,126.160592,"ASIA","Chungcheongnam-do",2022,9,2,"cdc,cdround","https://www.inaturalist.org/observations/133336267","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3903275829","133336267",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",37.788611,127.062222,"ASIA","Gyeonggi-do",2020,10,3,"cdc,cdround","https://www.inaturalist.org/observations/61536893","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2883091678","61536893",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",37.788889,127.061667,"ASIA","Gyeonggi-do",2020,10,3,"cdc,cdround","https://www.inaturalist.org/observations/61539185","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2882952826","61539185",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",37.7825,127.061944,"ASIA","Gyeonggi-do",2020,10,3,"cdc,cdround","https://www.inaturalist.org/observations/61539209","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2883073912","61539209",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.001111,126.605,"ASIA","Jeollabuk-do",2020,10,17,"cdc,cdround","https://www.inaturalist.org/observations/62767551","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2901786721","62767551",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.000443,126.605476,"ASIA","Jeollabuk-do",2020,10,17,"cdc,cdround","https://www.inaturalist.org/observations/72672046","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759215512","72672046",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.016363,126.56936,"ASIA","Chungcheongnam-do",2019,5,11,"cdc,cdround","https://www.inaturalist.org/observations/36791636","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2540858133","36791636",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.41061,126.380723,"ASIA","Chungcheongnam-do",2018,8,14,"cdc,cdround","https://www.inaturalist.org/observations/15414499","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1891331366","15414499",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",37.840209,127.729398,"ASIA","Gangwon-do",2018,9,24,"cdc,cdround","https://www.inaturalist.org/observations/16872158","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2963832312","16872158",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.000556,126.604167,"ASIA","Jeollabuk-do",2017,9,23,"cdc,cdround","https://www.inaturalist.org/observations/8125477","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759858331","8125477",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.411261,126.38026,"ASIA","Chungcheongnam-do",2014,8,30,"cdc","https://www.inaturalist.org/observations/1200519","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677256098","1200519",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.847775,126.198728,"ASIA","Chungcheongnam-do",2012,4,15,"cdc","https://www.inaturalist.org/observations/4632606","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1586089287","4632606",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.410896,126.380914,"ASIA","Chungcheongnam-do",2012,4,17,"cdc","https://www.inaturalist.org/observations/4632638","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1586089288","4632638",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.411716,126.378996,"ASIA","Chungcheongnam-do",2012,5,2,"cdc,cdround","https://www.inaturalist.org/observations/74413","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677272803","74413",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.412122,126.377846,"ASIA","Chungcheongnam-do",2012,6,3,"cdc","https://www.inaturalist.org/observations/4636164","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2574128747","4636164",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.411172,126.380357,"ASIA","Chungcheongnam-do",2012,6,3,"cdc","https://www.inaturalist.org/observations/4636165","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2574197742","4636165",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",37.227526,127.717009,"ASIA","Gyeonggi-do",2012,7,26,"cdc","https://www.inaturalist.org/observations/4637102","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677264591","4637102",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",35.533972,128.090887,"ASIA","Gyeongsangnam-do",2012,7,29,"cdc","https://www.inaturalist.org/observations/4637176","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677264595","4637176",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.412994,126.377792,"ASIA","Chungcheongnam-do",2012,9,7,"cdc,cdround","https://www.inaturalist.org/observations/151459","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677256808","151459",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.853201,126.200273,"ASIA","Chungcheongnam-do",2012,9,7,"cdc","https://www.inaturalist.org/observations/4637555","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677264598","4637555",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.850866,126.200101,"ASIA","Chungcheongnam-do",2012,9,7,"cdc","https://www.inaturalist.org/observations/4637563","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677264596","4637563",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.846247,126.199779,"ASIA","Chungcheongnam-do",2011,5,29,"cdc","https://www.inaturalist.org/observations/2572515","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677259260","2572515",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.844471,126.197513,"ASIA","Chungcheongnam-do",2009,5,24,"cdc","https://www.inaturalist.org/observations/2500264","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573826618","2500264",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.411069,126.380163,"ASIA","Chungcheongnam-do",2009,7,29,"cdc","https://www.inaturalist.org/observations/2500701","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677259033","2500701",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.847191,126.198235,"ASIA","Chungcheongnam-do",2009,9,26,"cdc,cdround","https://www.inaturalist.org/observations/3372","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453090765","3372",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.840133,126.192484,"ASIA","Chungcheongnam-do",2008,5,8,"cdc","https://www.inaturalist.org/observations/2492843","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677259021","2492843",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.841851,126.191883,"ASIA","Chungcheongnam-do",2008,8,30,"cdc","https://www.inaturalist.org/observations/2495021","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677259028","2495021",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.840065,126.196303,"ASIA","Chungcheongnam-do",2007,5,24,"cdc","https://www.inaturalist.org/observations/2482866","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677259000","2482866",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.844735,126.19772,"ASIA","Chungcheongnam-do",2007,6,14,"cdc","https://www.inaturalist.org/observations/2484618","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573823613","2484618",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.836768,126.191197,"ASIA","Chungcheongnam-do",2007,9,9,"cdc","https://www.inaturalist.org/observations/2485913","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573919613","2485913",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",35.993841,126.60284,"ASIA","Jeollabuk-do",2006,6,4,"cdc","https://www.inaturalist.org/observations/2464215","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677258972","2464215",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eremias argus",36.840889,126.192913,"ASIA","Chungcheongnam-do",2006,10,1,"cdc","https://www.inaturalist.org/observations/2469936","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677258988","2469936",NA,NA,NA,NA
"78f98484-a7ef-4e6c-8b51-7464f1209591","PRESERVED_SPECIMEN","PRESENT","Eremias argus",36.16678,128.04982,"ASIA","Gyeongsangbuk-do",1953,7,11,"cdc,mdativ,colmafu,inmafu","https://csvcoll.org/portal/collections/individual/index.php?occid=7657","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","2816185619","ASUHEC003558",NA,NA,"KUMWHA",NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Eremias argus",37.823853,126.826786,"ASIA","Gyeonggi Prov.",1952,3,24,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543677700","86871","Alcohol",NA,"3 mi SE of Munsan-ni, ca. village of P'Aiu-ri, about 30 mi. N of Seoul",60.96
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Eremias argus",37.832622,126.817486,"ASIA","Gyeonggi Prov.",1952,5,27,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543677734","86901","Alcohol",NA,"3 mi SE of Munsan-ni, near village of P'Aiu-ri, about 30 mi N of Seoul",NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Eremias argus",37.543533,126.980361,"ASIA","Gyeonggi Prov.",1948,NA,NA,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543674786","84248","Alcohol",NA,"Seoul",NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Eremias argus",36.456547,127.122553,"ASIA","South Chungcheong Prov.",1911,6,10,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543616440","31736","Alcohol",NA,"Gongju",NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Eremias argus",36.9,127.166667,"ASIA","South Chungcheong Prov.",1911,6,16,"cdround,gass84",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543616486","31778","Alcohol",NA,"Chiksan [36 54 N, 127 10 E]",NA
"040c5662-da76-4782-a48e-cdea1892d14c","MATERIAL_SAMPLE","PRESENT","Eremias argus",36.4024,127.762,"ASIA",NA,NA,NA,NA,"cdc,gass84,inmano","https://boldsystems.org/index.php/Public_RecordView?processid=GBMNA16858-19","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2250112382",NA,NA,NA,NA,NA
