"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","preparations","locality","type","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.284492,126.284871,"ASIA","Jeju",2024,5,20,"cdc,cdround","https://www.inaturalist.org/observations/217004924","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4868072032","217004924",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.792325,127.211392,"ASIA","Chungcheongnam-do",2024,5,21,"cdc,cdround","https://www.inaturalist.org/observations/217238048","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4867761532","217238048",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.520058,126.551846,"ASIA","Jeju",2024,5,27,"cdc,cdround","https://www.inaturalist.org/observations/218566485","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4872623494","218566485",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.715518,127.175023,"ASIA","Chungcheongnam-do",2024,5,28,"cdc,cdround","https://www.inaturalist.org/observations/218846498","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4872493366","218846498",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",35.618835,126.587789,"ASIA","Jeollabuk-do",2024,6,19,"cdc,cdround","https://www.inaturalist.org/observations/224107972","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4901286361","224107972",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.840952,128.551131,"ASIA","Gangwon-do",2024,6,22,"cdc,cdround","https://www.inaturalist.org/observations/224306382","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4901416720","224306382",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",34.072891,125.095651,"ASIA","Jeollanam-do",2023,5,18,"cdc,cdround","https://www.inaturalist.org/observations/162258298","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4121097898","162258298",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.406218,126.260155,"ASIA","Jeju",2023,5,29,"cdc,cdround","https://www.inaturalist.org/observations/164391762","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129965628","164391762",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",35.20867,128.1892,"ASIA","Gyeongsangnam-do",2023,6,7,"cdc,cdround","https://www.inaturalist.org/observations/168046316","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4137935648","168046316",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.504322,126.635025,"ASIA","Jeju",2023,6,21,"cdc,cdround","https://www.inaturalist.org/observations/168614980","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4138088817","168614980",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.954335,127.158415,"ASIA","Gyeonggi-do",2023,6,23,"cdc,cdround","https://www.inaturalist.org/observations/169152135","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4138150107","169152135",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.167413,125.953448,"ASIA","Incheon",2023,7,1,"cdc,cdround","https://www.inaturalist.org/observations/170401842","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4145542667","170401842",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.050572,125.864942,NA,"Incheon",2023,7,1,"cdround","https://www.inaturalist.org/observations/170401851","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4145769506","170401851",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.019443,125.969448,"ASIA","Incheon",2023,7,2,"cdc,cdround","https://www.inaturalist.org/observations/170597849","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4145740867","170597849",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.011058,125.909968,NA,"Incheon",2023,7,2,"cdround","https://www.inaturalist.org/observations/170605111","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4145535711","170605111",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.517469,126.555587,"ASIA","Jeju",2023,7,11,"cdc,cdround","https://www.inaturalist.org/observations/172282305","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4171411813","172282305",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.279815,126.362238,"ASIA","Jeju",2023,7,19,"cdc,cdround","https://www.inaturalist.org/observations/173758953","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4165345963","173758953",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.458438,128.142149,"ASIA","Gangwon-do",2023,8,2,"cdc,cdround","https://www.inaturalist.org/observations/176243938","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4171665201","176243938",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.459917,128.143182,"ASIA","Gangwon-do",2023,8,2,"cdc,cdround","https://www.inaturalist.org/observations/177302387","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4172302670","177302387",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.356104,127.22998,"ASIA","Chungcheongnam-do",2023,8,17,"cdc,cdround","https://www.inaturalist.org/observations/178851832","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4424079758","178851832",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.754075,127.168288,"ASIA","Gyeonggi-do",2023,8,19,"cdc,cdround","https://www.inaturalist.org/observations/179112491","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4400103644","179112491",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.751647,127.166825,"ASIA","Gyeonggi-do",2023,8,19,"cdc,cdround","https://www.inaturalist.org/observations/179112500","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4400354639","179112500",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.752264,127.164298,"ASIA","Gyeonggi-do",2023,8,19,"cdc,cdround","https://www.inaturalist.org/observations/179248636","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4400354848","179248636",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.518985,126.558184,"ASIA","Jeju",2023,8,21,"cdc,cdround","https://www.inaturalist.org/observations/179501905","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4413510805","179501905",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.504724,126.531891,"ASIA","Jeju",2023,9,11,"cdc,cdround","https://www.inaturalist.org/observations/182808682","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4413620986","182808682",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",35.242995,127.489653,"ASIA","Jeollanam-do",2023,9,5,"cdc,cdround","https://www.inaturalist.org/observations/183506262","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4416646471","183506262",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.471195,126.425676,"ASIA","Jeju",2023,9,27,"cdc,cdround","https://www.inaturalist.org/observations/185123293","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4507618157","185123293",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.318911,126.185935,"ASIA","Jeju",2023,9,16,"cdc,cdround","https://www.inaturalist.org/observations/204012475","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4600204098","204012475",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.500653,126.889786,"ASIA","Jeju",2023,10,10,"cdc,cdround","https://www.inaturalist.org/observations/186957718","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4424554204","186957718",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.254991,126.350758,"ASIA","Jeju",2023,10,31,"cdc,cdround","https://www.inaturalist.org/observations/194878444","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4506496972","194878444",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.500891,126.888969,"ASIA","Jeju",2023,10,10,"cdc,cdround","https://www.inaturalist.org/observations/204719439","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4606876820","204719439",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.26012,126.260014,"ASIA","Jeju",2023,11,2,"cdc,cdround","https://www.inaturalist.org/observations/194884570","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4506348015","194884570",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.506484,126.891831,"ASIA","Jeju",2022,5,6,"cdc,cdround","https://www.inaturalist.org/observations/115665328","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772483665","115665328",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.782095,127.28068,"ASIA","Chungcheongnam-do",2022,5,13,"cdc,cdround","https://www.inaturalist.org/observations/116798610","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3784914533","116798610",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.218638,126.252845,"ASIA","Jeju",2022,5,18,"cdc,cdround","https://www.inaturalist.org/observations/117548891","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3784664025","117548891",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.319611,126.181288,"ASIA","Jeju",2022,6,9,"cdc,cdround","https://www.inaturalist.org/observations/120914117","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860156961","120914117",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.307052,126.180555,"ASIA","Jeju",2022,6,17,"cdc,cdround","https://www.inaturalist.org/observations/122119035","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860432918","122119035",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.29008,126.2851,"ASIA","Jeju",2022,6,29,"cdc,cdround","https://www.inaturalist.org/observations/123908910","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860104549","123908910",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.292474,126.281592,"ASIA","Jeju",2022,6,30,"cdc,cdround","https://www.inaturalist.org/observations/127045776","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873066475","127045776",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.463269,126.52192,"ASIA","Jeju",2022,7,1,"cdc,cdround","https://www.inaturalist.org/observations/124257517","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860007698","124257517",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.297064,126.58848,"ASIA","Jeju",2022,7,2,"cdc,cdround","https://www.inaturalist.org/observations/124382928","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860057972","124382928",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.291965,126.281556,"ASIA","Jeju",2022,7,12,"cdc,cdround","https://www.inaturalist.org/observations/125860763","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873372952","125860763",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.186053,127.333837,"ASIA","Chungcheongnam-do",2022,7,23,"cdc,cdround","https://www.inaturalist.org/observations/127477355","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873065213","127477355",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.301905,126.575879,"ASIA","Jeju",2022,7,2,"cdc,cdround","https://www.inaturalist.org/observations/130212354","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3892520554","130212354",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.463428,126.521989,"ASIA","Jeju",2022,7,2,"cdc,cdround","https://www.inaturalist.org/observations/130212522","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3892687634","130212522",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.778835,126.085269,"ASIA","Chungcheongnam-do",2022,8,5,"cdc,cdround","https://www.inaturalist.org/observations/129487952","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3889146739","129487952",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.656646,126.061809,"ASIA","Chungcheongnam-do",2022,8,5,"cdc,cdround","https://www.inaturalist.org/observations/129489229","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3888808774","129489229",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.712673,126.098497,"ASIA","Chungcheongnam-do",2022,8,5,"cdc,cdround","https://www.inaturalist.org/observations/129540834","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3888999101","129540834",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.769846,126.00576,NA,"Chungcheongnam-do",2022,8,6,"cdround","https://www.inaturalist.org/observations/129620288","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3888811218","129620288",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.634427,126.061622,"ASIA","Chungcheongnam-do",2022,8,6,"cdc,cdround","https://www.inaturalist.org/observations/129623401","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3889093761","129623401",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.786782,126.161018,"ASIA","Chungcheongnam-do",2022,8,6,"cdc,cdround","https://www.inaturalist.org/observations/129647946","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3889186771","129647946",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.631529,126.014912,"ASIA","Chungcheongnam-do",2022,8,6,"cdc,cdround","https://www.inaturalist.org/observations/129659156","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3888784050","129659156",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.741371,126.181723,"ASIA","Chungcheongnam-do",2022,8,7,"cdc,cdround","https://www.inaturalist.org/observations/129757143","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3888921361","129757143",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.610745,126.046549,"ASIA","Chungcheongnam-do",2022,8,7,"cdc,cdround","https://www.inaturalist.org/observations/129762879","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3889172736","129762879",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.79933,126.023866,NA,"Chungcheongnam-do",2022,8,7,"cdround","https://www.inaturalist.org/observations/129769863","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3888963762","129769863",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.728282,126.002481,NA,"Chungcheongnam-do",2022,8,7,"cdround","https://www.inaturalist.org/observations/129770450","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3889057320","129770450",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",35.448322,127.69457,"ASIA","Gyeongsangnam-do",2022,8,1,"cdc,cdround","https://www.inaturalist.org/observations/130171748","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3892404564","130171748",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.27533,127.253308,"ASIA","Daejeon",2022,8,17,"cdc,cdround","https://www.inaturalist.org/observations/131313926","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3902609405","131313926",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",35.204301,127.970399,"ASIA","Gyeongsangnam-do",2022,8,19,"cdc,cdround","https://www.inaturalist.org/observations/131392645","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3902228961","131392645",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.684334,128.025866,"ASIA","Gangwon-do",2022,8,21,"cdc,cdround","https://www.inaturalist.org/observations/131708334","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3902349403","131708334",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.479809,126.504165,"ASIA","Jeju",2022,8,27,"cdc,cdround","https://www.inaturalist.org/observations/132491005","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3902435237","132491005",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.858903,127.212325,"ASIA","Chungcheongnam-do",2022,8,27,"cdc,cdround","https://www.inaturalist.org/observations/132555508","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3902783647","132555508",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.757027,126.107113,"ASIA","Chungcheongnam-do",2022,8,6,"cdc,cdround","https://www.inaturalist.org/observations/133046760","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3903269603","133046760",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.307895,129.662496,"ASIA","Nagasaki",2022,10,21,"cdc,cdround","https://www.inaturalist.org/observations/139503071","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3947396309","139503071",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.169066,126.303333,"ASIA","Incheon",2021,5,30,"cdc,cdround","https://www.inaturalist.org/observations/181335200","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4407445484","181335200",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.169077,126.302733,"ASIA","Incheon",2021,6,20,"cdc,cdround","https://www.inaturalist.org/observations/181906735","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4413607867","181906735",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",36.28781,127.335089,"ASIA","Daejeon",2021,6,5,"cdc,cdround","https://www.inaturalist.org/observations/83739221","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3314155864","83739221",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.286972,126.282376,"ASIA","Jeju",2021,7,2,"cdc,cdround","https://www.inaturalist.org/observations/85277595","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3321260613","85277595",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",33.286548,126.196241,"ASIA","Jeju",2021,7,4,"cdc,cdround","https://www.inaturalist.org/observations/85589214","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333416495","85589214",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.454794,128.141042,"ASIA","Gangwon-do",2021,8,26,"cdc,cdround","https://www.inaturalist.org/observations/92556016","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3343946094","92556016",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",37.188086,125.982354,"ASIA","Incheon",2021,8,20,"cdc,cdround","https://www.inaturalist.org/observations/92748604","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355420017","92748604",NA,NA,NA,NA
