"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county","type","preparations","elevation"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.993409,128.679885,"ASIA","Gyeongsangbuk-do",2024,5,9,"cdc,cdround","https://www.inaturalist.org/observations/214509168","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4863358574","214509168",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.456377,128.145657,"ASIA","Gangwon-do",2024,5,10,"cdc,cdround","https://www.inaturalist.org/observations/214762828","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4863718840","214762828",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.677727,128.471704,"ASIA","Gangwon-do",2024,5,14,"cdc,cdround","https://www.inaturalist.org/observations/215631238","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4863610150","215631238",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.716655,127.921508,"ASIA","Gyeongsangnam-do",2024,5,17,"cdc,cdround","https://www.inaturalist.org/observations/216304084","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4867800245","216304084",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.87729,127.622309,"ASIA","Gangwon-do",2024,5,18,"cdc,cdround","https://www.inaturalist.org/observations/216472073","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4867895065","216472073",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.482029,127.697602,"ASIA","Gyeongsangnam-do",2024,5,21,"cdc,cdround","https://www.inaturalist.org/observations/217223746","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4868157715","217223746",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.448588,127.778305,"ASIA","Gyeongsangnam-do",2024,5,22,"cdc,cdround","https://www.inaturalist.org/observations/217439932","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4872363892","217439932",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",33.518467,126.715163,"ASIA","Jeju",2024,5,22,"cdc,cdround","https://www.inaturalist.org/observations/217460499","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4872269801","217460499",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.441938,127.311134,"ASIA","Gyeonggi-do",2024,5,25,"cdc,cdround","https://www.inaturalist.org/observations/218040368","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4872236304","218040368",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.441841,127.311182,"ASIA","Gyeonggi-do",2024,5,25,"cdc,cdround","https://www.inaturalist.org/observations/218040494","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4872168574","218040494",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.882969,127.606125,"ASIA","Gangwon-do",2024,5,25,"cdc,cdround","https://www.inaturalist.org/observations/218056168","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4872389683","218056168",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.839675,126.164233,"ASIA","Chungcheongnam-do",2024,5,25,"cdc,cdround","https://www.inaturalist.org/observations/218072749","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4872508146","218072749",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.840101,126.164107,"ASIA","Chungcheongnam-do",2024,5,25,"cdc,cdround","https://www.inaturalist.org/observations/218072883","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4872138893","218072883",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.705401,127.924041,"ASIA","Gyeongsangnam-do",2024,5,25,"cdc,cdround","https://www.inaturalist.org/observations/218103689","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4872590233","218103689",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.867353,126.699778,"ASIA","Jeollabuk-do",2024,5,17,"cdc,cdround","https://www.inaturalist.org/observations/219415936","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4875277714","219415936",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.932132,128.562166,"ASIA","Gangwon-do",2024,5,31,"cdc,cdround","https://www.inaturalist.org/observations/219477265","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4875068123","219477265",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",33.471145,126.426619,"ASIA","Jeju",2024,5,18,"cdc,cdround","https://www.inaturalist.org/observations/222807786","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4900993761","222807786",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",33.518495,126.715179,"ASIA","Jeju",2024,5,22,"cdc,cdround","https://www.inaturalist.org/observations/222809106","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4901885341","222809106",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",38.151777,127.895003,"ASIA","Gangwon-do",2024,6,4,"cdc,cdround","https://www.inaturalist.org/observations/220402444","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4875301480","220402444",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.681613,127.832208,"ASIA","Gyeongsangnam-do",2024,6,6,"cdc,cdround","https://www.inaturalist.org/observations/220833095","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4892191209","220833095",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.775347,126.28757,"ASIA","Chungcheongnam-do",2024,6,7,"cdc,cdround","https://www.inaturalist.org/observations/221028929","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4892205561","221028929",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.010253,126.97477,"ASIA","Gyeonggi-do",2024,6,7,"cdc,cdround","https://www.inaturalist.org/observations/221062308","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4892178573","221062308",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.485531,127.271526,"ASIA","Sejong",2024,6,6,"cdc,cdround","https://www.inaturalist.org/observations/221202529","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4891934205","221202529",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",33.206162,130.738633,"ASIA","Fukuoka",2024,6,7,"cdc,cdround","https://www.inaturalist.org/observations/221207555","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","4891730013","221207555",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",33.22327,130.691955,"ASIA","Fukuoka",2024,6,8,"cdc","https://www.inaturalist.org/observations/221212983","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","4892016149","221212983",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.237247,126.995483,"ASIA","Gyeonggi-do",2024,6,7,"cdc,cdround","https://www.inaturalist.org/observations/221276864","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4891902071","221276864",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.995715,127.748811,"ASIA","Gangwon-do",2024,6,9,"cdc,cdround","https://www.inaturalist.org/observations/221454991","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4891793511","221454991",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",38.090664,127.714535,"ASIA","Gangwon-do",2024,6,9,"cdc,cdround","https://www.inaturalist.org/observations/221464547","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4891891881","221464547",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.730526,129.289203,"ASIA","Gyeongsangbuk-do",2024,6,11,"cdc,cdround","https://www.inaturalist.org/observations/221977560","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4892032811","221977560",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.814712,127.830022,"ASIA","Gyeongsangnam-do",2024,6,15,"cdc,cdround","https://www.inaturalist.org/observations/222835736","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4901313172","222835736",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.951059,128.550309,"ASIA","Gangwon-do",2024,6,22,"cdc,cdround","https://www.inaturalist.org/observations/224306402","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4901119618","224306402",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.914063,127.723143,"ASIA","Gangwon-do",2024,6,23,"cdc,cdround","https://www.inaturalist.org/observations/224569345","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4901309714","224569345",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.710348,128.043355,"ASIA","Gyeongsangnam-do",2023,4,19,"cdc,cdround","https://www.inaturalist.org/observations/155596877","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4096832787","155596877",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.71036,128.043098,"ASIA","Gyeongsangnam-do",2023,4,19,"cdc,cdround","https://www.inaturalist.org/observations/155596985","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4096765777","155596985",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.70997,128.042823,"ASIA","Gyeongsangnam-do",2023,4,20,"cdc,cdround","https://www.inaturalist.org/observations/155705557","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4096755917","155705557",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.458036,128.147259,"ASIA","Gangwon-do",2023,4,22,"cdc,cdround","https://www.inaturalist.org/observations/155997140","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4096833160","155997140",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",38.042382,127.728979,"ASIA","Gangwon-do",2023,4,26,"cdc,cdround","https://www.inaturalist.org/observations/156697144","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4102731678","156697144",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",38.049162,127.744232,"ASIA","Gangwon-do",2023,4,26,"cdc,cdround","https://www.inaturalist.org/observations/156698776","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4103138684","156698776",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.716969,127.922816,"ASIA","Gyeongsangnam-do",2023,4,30,"cdc,cdround","https://www.inaturalist.org/observations/158067750","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4102743868","158067750",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.686728,127.927897,"ASIA","Gyeongsangnam-do",2023,5,3,"cdc,cdround","https://www.inaturalist.org/observations/159297348","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4111775796","159297348",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.857267,126.238961,"ASIA","Chungcheongnam-do",2023,5,8,"cdc,cdround","https://www.inaturalist.org/observations/160547172","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4112196076","160547172",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.716779,126.228355,"ASIA","Chungcheongnam-do",2023,5,8,"cdc,cdround","https://www.inaturalist.org/observations/160548790","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4111943007","160548790",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.774425,126.285257,"ASIA","Chungcheongnam-do",2023,5,10,"cdc,cdround","https://www.inaturalist.org/observations/160875475","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4116308724","160875475",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.686289,127.891181,"ASIA","Gyeongsangnam-do",2023,5,12,"cdc,cdround","https://www.inaturalist.org/observations/161227789","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4116154456","161227789",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.719361,127.856743,"ASIA","Gyeongsangnam-do",2023,5,12,"cdc,cdround","https://www.inaturalist.org/observations/161228418","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4116375509","161228418",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.917129,127.133408,"ASIA","Jeollabuk-do",2023,5,20,"cdc","https://www.inaturalist.org/observations/162642857","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4121294631","162642857",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.917024,127.133063,"ASIA","Jeollabuk-do",2023,5,20,"cdc,cdround","https://www.inaturalist.org/observations/162643126","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4121160950","162643126",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.525849,126.780109,"ASIA","Jeollabuk-do",2023,5,21,"cdc,cdround","https://www.inaturalist.org/observations/162793191","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4120849267","162793191",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.894588,126.269939,"ASIA","Chungcheongnam-do",2023,5,21,"cdc,cdround","https://www.inaturalist.org/observations/162826786","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4121195227","162826786",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.682689,127.230261,"ASIA","Chungcheongnam-do",2023,5,20,"cdc,cdround","https://www.inaturalist.org/observations/163271964","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4121446347","163271964",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.930839,127.206151,"ASIA","Jeollabuk-do",2023,5,24,"cdc,cdround","https://www.inaturalist.org/observations/163952122","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4127255930","163952122",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.535372,129.259467,"ASIA","Ulsan",2023,5,27,"cdc,cdround","https://www.inaturalist.org/observations/164362707","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4127136060","164362707",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",33.688099,130.563005,"ASIA","Fukuoka",2023,5,16,"cdc,cdround","https://www.inaturalist.org/observations/164707842","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129676643","164707842",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",33.688109,130.563053,"ASIA","Fukuoka",2023,5,16,"cdc,cdround","https://www.inaturalist.org/observations/164711021","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129678624","164711021",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",33.688109,130.56305,"ASIA","Fukuoka",2023,5,16,"cdc,cdround","https://www.inaturalist.org/observations/164711023","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129833723","164711023",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.771152,126.285881,"ASIA","Chungcheongnam-do",2023,5,31,"cdc,cdround","https://www.inaturalist.org/observations/164780619","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129804481","164780619",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",38.034069,128.374054,"ASIA","Gangwon-do",2023,5,21,"cdc,cdround","https://www.inaturalist.org/observations/168932713","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4138576475","168932713",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",33.713911,130.528861,"ASIA","Fukuoka",2023,6,3,"cdc,cdround","https://www.inaturalist.org/observations/165247659","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129874256","165247659",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.753177,126.722347,"ASIA","Gyeonggi-do",2023,6,3,"cdc","https://www.inaturalist.org/observations/165292808","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129734922","165292808",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.214037,127.070739,"ASIA","Chungcheongnam-do",2023,6,4,"cdc,cdround","https://www.inaturalist.org/observations/165443445","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4130095050","165443445",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.459128,128.146061,"ASIA","Gangwon-do",2023,6,6,"cdc,cdround","https://www.inaturalist.org/observations/165866755","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4130157511","165866755",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.775181,126.287654,"ASIA","Chungcheongnam-do",2023,6,6,"cdc,cdround","https://www.inaturalist.org/observations/165903525","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4130297612","165903525",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.805559,126.268716,"ASIA","Chungcheongnam-do",2023,6,9,"cdc,cdround","https://www.inaturalist.org/observations/166390530","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4133610208","166390530",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.810809,126.271992,"ASIA","Chungcheongnam-do",2023,6,9,"cdc,cdround","https://www.inaturalist.org/observations/166421116","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4134005524","166421116",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.783058,127.279478,"ASIA","Chungcheongnam-do",2023,6,11,"cdc,cdround","https://www.inaturalist.org/observations/166747731","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4133966859","166747731",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.710985,127.85557,"ASIA","Gyeongsangnam-do",2023,6,16,"cdc,cdround","https://www.inaturalist.org/observations/167686793","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4138272056","167686793",NA,NA,NA,NA,NA
